mpid,formula,BG,fidelity
mp-34011,Ca(HoS2)2,2.1913,0
mp-1020650,Sr3Ge2(B3O8)2,4.4198,0
mp-22678,Ce2Sb,0.0,0
mp-780191,Li4Co3OF11,0.661899999999999,0
mp-557952,RbInP2O7,3.8119,0
mp-34052,Li7Ti7O16,0.0,0
mp-30758,Li2MgPb,0.0,0
mp-22732,Co5Ge7,0.0,0
mp-764735,Li5Mn2Cu5O12,0.0,0
mp-978963,Ti3Be,0.0,0
mp-568692,In4Br7,2.2604,0
mp-1019803,KAl9O14,4.1426,0
mp-566691,Cr3B7ClO13,2.7083,0
mp-644481,ScO,0.0,0
mp-767245,Sr2VCO3F5,2.4119,0
mp-720279,Na4H20RuS4(NO9)2,3.3169,0
mp-768452,Li5Bi2(BO3)4,0.0,0
mp-764669,Li4V3CoO10,0.0,0
mp-19845,TiPbO3,1.582799999999999,0
mp-13931,Ba2TbReO6,0.0,0
mp-773221,Li5Cr2Co5O12,0.0,0
mp-775792,AlVO3,2.144199999999999,0
mp-703352,UP2H6O7,2.5385,0
mp-3345,Cu3AsS4,0.0,0
mp-17509,Rb2NaCr(CN)6,1.8634,0
mp-582080,Cs3LaCl6,4.5827,0
mp-765708,V2OF5,1.7294,0
mp-765376,Mn3CoSn2(PO4)6,0.0,0
mp-857354,LiSn3Sb(PO4)6,2.299,0
mp-601292,RbPrP3HO10,4.8166,0
mp-771111,Li2Fe3NiO8,0.0,0
mp-557330,Sr2B5ClO9,5.3411,0
mp-560845,Cu2As4S3Cl2,1.4078,0
mp-770698,Li2AlFeO4,2.9327,0
mp-998743,TlGeCl3,3.3207,0
mp-569975,Yb3CoSn6,0.0,0
mp-643759,GaH3NF3,5.3017,0
mp-676804,Ho3TaO7,3.544,0
mp-30719,Mg2Hg,0.0,0
mp-1029235,Te4MoW3S4,0.0,0
mp-675327,Ag9(PbO3)4,0.0,0
mp-568411,Th2Ga,0.0,0
mp-696166,CaH4(ClO)2,5.2817,0
mp-18731,Fe3O4,0.5828999999999991,0
mp-28447,Mg(BiO3)2,0.001999999999999,0
mp-770508,Li4Ti3Mn3(FeO8)2,0.4335,0
mp-705412,CaLaMnMoO6,1.3005,0
mp-559771,Pr6O11,0.0,0
mp-4788,K(OsO3)2,0.0,0
mp-27979,LaI3,2.0643,0
mp-556806,BaNa2(SiO3)2,4.1743000000000015,0
mp-7,S,2.4884,0
mp-699469,AlH15N5Cl3,4.6579999999999995,0
mp-23944,BaH6Cl2O11,5.297000000000001,0
mp-16491,SrAl9Co2,0.0,0
mp-971906,TmBi3,0.0,0
mp-18003,CsCuS4,1.7616,0
mp-698446,H24PtC8(NF3)2,2.8681,0
mp-765544,Li4V3OF11,2.234499999999999,0
mp-6413,LiDy(PO3)4,5.9314,0
mp-976273,Hf3Ge2,0.0,0
mp-684508,LiSb2(PO4)3,2.0471,0
mp-767103,LiVSiO4,2.630699999999999,0
mp-3803,Ta4AlC3,0.0,0
mp-1019363,ThTeAs,0.0,0
mp-978291,Mg3Pa,0.0,0
mp-973123,ScPdO3,0.0,0
mp-3521,NaBF4,7.8412000000000015,0
mp-770743,Li2Hf2O5,3.8274,0
mp-23758,KNa(BH4)2,6.3522,0
mp-21,Ca,0.0,0
mp-615760,Ba5(InSb3)2,0.0,0
mp-4212,Nb3Co4B7,0.0,0
mp-753416,LiCuBO3,0.0,0
mp-2392,Th2Se5,0.7171000000000001,0
mp-5913,Pr2Si2O7,5.1705,0
mp-571566,Li2ZnSi,0.0,0
mp-1002107,LaRh,0.081199999999999,0
mp-1019281,Ta2N3F,0.0,0
mp-765063,Li2VFeP2(HO5)2,1.4812,0
mp-773047,KNb2PO8,2.2181,0
mp-31027,Sc3(ReSi2)2,0.0,0
mp-27377,K4Zr5O12,3.186499999999999,0
mp-767688,NaNdPCO7,0.185899999999999,0
mp-865977,LuCdAg2,0.0,0
mp-557583,TlInAs2O7,2.992,0
mp-11722,PrGe2,0.0,0
mp-10709,ReC,0.0,0
mp-17947,BaCu2GeS4,0.966499999999999,0
mp-6192,Ba2DySbO6,3.4688,0
mp-769816,Ca3W2O9,3.4497,0
mp-9460,Zn3N2,0.0,0
mp-10246,Na2PtS2,1.135699999999999,0
mp-541947,Rb2Th(PSe3)3,1.37,0
mp-2656,Nd3S4,0.0,0
mp-30411,Mn9Au31,0.0,0
mp-620029,MoCl2,2.454799999999999,0
mp-2444,GaRh,0.0,0
mp-606949,C,0.001099999999999,0
mp-29584,K4BeAs2,0.8851000000000001,0
mp-602267,Cs2Cr4Cd(HO4)4,2.7029,0
mp-542640,GePt,0.0,0
mp-557562,TiH8C4NO10,0.018899999999999,0
mp-562001,Cs11O3,0.0,0
mp-29193,Nb2Se4O13,2.427,0
mp-765968,LiNiP2O7,0.0,0
mp-753387,Li2Cu3F8,0.3216,0
mp-641191,U2Tl2Mo3O16,2.3226,0
mp-770786,Li3Ni(BO3)2,0.018499999999999,0
mp-765306,Li5VF8,3.0323,0
mp-763318,LiCo2(BO3)2,0.8924000000000001,0
mp-695209,KNb4AsO13,2.435699999999999,0
mp-775016,MnCr(PO4)2,0.7367,0
mp-554891,RbCoF3,0.0,0
mp-28636,Os2(CO)7,1.9918,0
mp-24452,CaP2H6O7,6.4004,0
mp-10347,CsCa2Ta3O10,2.1782,0
mp-752695,SrCa2I6,3.6748,0
mp-19862,EuSi2,0.0,0
mp-712,YCu,0.0,0
mp-777010,Li4Ti3V3(CoO8)2,1.202,0
mp-558142,Cs4Ni3F10,4.9549,0
mp-979961,Yb2AgHg,0.0,0
mp-22202,BaTm2CuO5,0.0,0
mp-568244,TlSn2Br5,2.3666,0
mp-743769,Mg5Al4Fe(SiO4)6,2.710199999999999,0
mp-989511,Cs2AsBrCl6,0.0675,0
mp-759874,LiCu(PO3)2,1.279799999999999,0
mp-758382,Li7(CuO2)6,0.0,0
mp-683902,Rb3Nb2AsSe11,1.1729,0
mp-27411,TlP5,1.1813,0
mp-29206,BaMnSb2,0.0,0
mp-780490,LiCr(PO4)2,1.1546,0
mp-7541,SnP3,0.0,0
mp-760440,Sr2U4O11,0.0,0
mp-755928,Cu2O3,0.0,0
mp-560434,K2SN2O5,3.298899999999999,0
mp-669462,TeS2N3Cl5,0.437799999999999,0
mp-9060,RbPdF3,0.0,0
mp-9710,Sr2Si5N8,3.197899999999999,0
mp-12958,BaSiO3,3.037699999999999,0
mp-632812,KH4F5,7.439,0
mp-763909,V6O11F,0.0,0
mp-721618,SrB6(H4O7)2,5.2619,0
mp-756294,Li2Ti2O5,3.7434,0
mp-774252,Li4Cr2Fe3Sb3O16,0.8067000000000001,0
mp-780751,Li3Mn2Cr2O8,0.128899999999999,0
mp-774174,NaMn2O4,0.0,0
mp-772862,BaSr2I6,3.435499999999999,0
mp-762817,LiMn2(PO3)5,4.1771,0
mp-1028919,Te2MoWSeS,0.1267,0
mp-9540,SmMgF4,0.0,0
mp-758855,LiZnBO3,3.3925,0
mp-762180,LiV2(PO4)3,1.2198,0
mp-4071,Er2(NiB2)3,0.0,0
mp-756054,Zr2N2O,0.1973,0
mp-540812,Sr2CuF6,0.0232,0
mp-706239,NaCa2Mg2V3O12,3.3296,0
mp-781016,Li14Fe4O13,2.3295,0
mp-769856,Li4Fe3NiO8,0.0,0
mp-989518,Rb2SBrCl6,0.0,0
mp-772449,LiNbCrO4,1.0406,0
mp-562394,Cs4Li2(Si2O5)3,4.408,0
mp-32586,Nd2S3,1.7865,0
mp-20674,Ba2YCu3O7,0.0,0
mp-998227,KHfO3,0.0,0
mp-781505,Ca3WO6,3.706,0
mp-769810,Sr3WO6,3.580399999999999,0
mp-600078,SiO2,5.6143,0
mp-1002069,NaLiICl,4.1874,0
mp-30774,MgNi2Sn,0.0,0
mp-976258,EuPtO3,0.0,0
mp-12701,NdSn2,0.0,0
mp-641534,Nd3CuSiSe7,1.3323,0
mp-851032,VOF,0.8862999999999991,0
mp-542022,Sc2MnB2Rh5,0.0,0
mp-763832,Li3MnPCO7,3.7331,0
mp-28894,Ba2P3Pd,0.0,0
mp-779641,LiCu5(PO4)2,0.4392,0
mp-183,CeCd,0.0,0
mp-771523,LiCr2O4,0.429,0
mp-32755,La2Te3,0.9992,0
mp-568350,Rb2ZnCl4,4.5226,0
mp-1652,ZnPd,0.0,0
mp-672303,CsNiC3(SN)3,0.5401,0
mp-6942,Ho2CdS4,1.1167,0
mp-557780,CsSi2HO5,4.8193,0
mp-567457,Ba3WCl2O5,3.9374,0
mp-21223,YbIn2Ni,0.0,0
mp-24273,CdH20C4S4(NO6)2,4.837,0
mp-557340,Ge3Pb5O11,2.5011,0
mp-4355,YTiO3,0.0,0
mp-644529,TbGa2Co3,0.0,0
mp-13322,LiGeRh2,0.0,0
mp-850875,Fe2OF3,1.341,0
mp-4971,K4Sn3Se8,1.4545,0
mp-555014,Rb2MnF5,1.2946,0
mp-975511,InSb3,0.0,0
mp-866274,CeCdHg2,0.0,0
mp-766749,LiNi2OF3,2.7368,0
mp-21432,LaPb3,0.0,0
mp-755399,Li2CuSnO4,0.2328,0
mp-777554,CrO,0.0,0
mp-1018634,Lu(CuS)2,0.0,0
mp-11183,Pr(BO2)3,5.3949,0
mp-557126,NaPr(Si3O7)2,4.789,0
mp-978992,SnH4,0.0,0
mp-769048,Li3NbS4,2.0896,0
mp-31368,KClO2,2.3095,0
mp-2524,NdGa2,0.0,0
mp-30267,CeGa4Os,0.0,0
mp-30406,Li2TlAu,0.0,0
mp-5391,Mg2SiO4,4.497299999999999,0
mp-18806,Ni3(BO3)2,3.0436,0
mp-505213,Ba6Na16N,0.0,0
mp-553242,NdBi2BrO4,1.219899999999999,0
mp-1018646,YbH3Pd,0.0,0
mp-30746,YIr,0.0,0
mp-977402,NpInRh2,0.0,0
mp-568950,Na3AlH6,2.4589,0
mp-773135,Li3Cu3(PO4)2,0.6978000000000001,0
mp-11465,Mg5Hg3,0.0,0
mp-558981,SrBe2(BO3)2,5.3456,0
mp-781865,Ca5BC4Cl3,0.734599999999999,0
mp-765182,Li3VF7,1.9246,0
mp-570691,Ti3Sn,0.0,0
mp-2364,PaO2,0.0,0
mp-1009581,CrSe2,0.0,0
mp-570920,Ga5Fe6,0.0,0
mp-30241,Mg5(HO3)2,3.8709,0
mp-27153,UBr4,0.0,0
mp-708997,H13C3NF4,7.284,0
mp-767347,Li3FePCO7,4.2418,0
mp-11023,ScAuO2,1.763299999999999,0
mp-631254,KMnRu,0.0,0
mp-675231,Y2Zr9O22,0.0,0
mp-680493,K3Co(CN)6,3.8399,0
mp-649774,CuSbPbS3,0.7698,0
mp-11112,Tb(BO2)3,4.9842,0
mp-555230,Rb2YGa(SiO3)4,4.1384,0
mp-758573,H16Ru3C6(Cl3O7)2,0.583299999999999,0
mp-30091,MgB9N,1.6752999999999991,0
mp-770175,Li2Mn3FeO8,0.0,0
mp-780754,Li2VP2HO8,2.085499999999999,0
mp-867924,LiCdPd2,0.0,0
mp-568664,CaAgBi,0.0,0
mp-978523,Sc2ZnCu,0.0,0
mp-30875,Ti2Sn,0.0,0
mp-765320,Li2Fe(CO3)2,4.0751,0
mp-21622,Na3InAs2,0.1482,0
mp-829,AlPd,0.0,0
mp-769846,Na2Mn(SO4)2,4.376,0
mp-11673,Sc2(SeO4)3,3.5636,0
mp-15307,ErSi3Rh5,0.0,0
mp-715493,V4O7,1.003499999999999,0
mp-510557,CsN3,4.2196,0
mp-29306,B5(H2N)2,2.8741,0
mp-974745,Rb3Tm,0.0,0
mp-29135,Zr6CoAs2,0.0,0
mp-857343,Ge7H8N2O15,2.7924,0
mp-768247,PtO3,0.0,0
mp-743598,TiCdFe(PO4)3,2.258499999999999,0
mp-29754,SrLiN,0.2574,0
mp-554581,KSmP2S7,2.6285,0
mp-975140,RbZn4P3,0.2037,0
mp-31349,Sr3In,0.0,0
mp-8591,USe2,0.0,0
mp-10130,U2(Ni7B2)3,0.0,0
mp-762472,Li9Co13O28,0.0484,0
mp-16780,KBaNbS4,2.0731,0
mp-781080,Fe4O5F3,0.0,0
mp-777596,Li5V6O5F19,0.803,0
mp-865579,Li2ErIn,0.0,0
mp-770062,NaVSiO4,1.975899999999999,0
mp-1285,PtO2,0.641799999999999,0
mp-628185,K3NaSn3Se8,1.4211,0
mp-1025772,Te2Mo2W(SeS)2,0.0,0
mp-973270,Ho2RuAu,0.0,0
mp-7904,CdP4,0.6506000000000001,0
mp-779938,LiV2P4(HO8)2,1.082299999999999,0
mp-568924,PrB2Rh2C,0.0,0
mp-997047,AgBrO2,0.0,0
mp-15704,BeSiN2,3.562099999999999,0
mp-29224,S3N2O5,2.7323,0
mp-768890,Li4B2O5,4.8277,0
mp-779917,Fe3OF5,1.432899999999999,0
mp-555414,Ba3Sb4O,0.358699999999999,0
mp-638035,SiO2,0.0,0
mp-779799,Li24Mn5Cr7O36,0.883,0
mp-775632,Li4V2CrTeO12,0.7803,0
mp-631521,BaHfMo,0.0,0
mp-3516,UTeO5,1.8368,0
mp-780195,LiVP3HO10,2.7383,0
mp-10679,Ba,0.0,0
mp-27111,Li3Sb3(PO4)4,3.0469,0
mp-8262,K2P3,0.7095,0
mp-773535,LiVFeO4,1.996699999999999,0
mp-684890,Tb4F15,0.0,0
mp-773697,Li2VSiCO7,1.9614,0
mp-676855,In(HO)3,1.948599999999999,0
mp-763067,FeOF,0.0,0
mp-557888,K5U2O4F9,2.7062,0
mp-774078,Li2MnFe(BO3)2,3.127499999999999,0
mp-3943,BaTi2O5,1.8301,0
mp-765919,VF4,2.15,0
mp-865535,Ac2ZnGa,0.0,0
mp-780099,Fe2OF3,1.3708,0
mp-25699,CaMnSiHO5,1.2381,0
mp-653460,Co4Sn(CO)16,2.1266,0
mp-776004,Li4CoO4,1.2202,0
mp-865648,Yb2CdPb,0.0,0
mp-677001,SrAl7Tl5Si5O24,0.008199999999999,0
mp-1029580,Sr4ZrN4,0.8592000000000001,0
mp-684728,Ba2Tm2Al3Si5N11O3,0.0,0
mp-22959,AgClO2,0.9478,0
mp-1013726,Cd4SF6,1.8553,0
mp-28758,KPd2F5,0.2475,0
mp-9918,LiGe,0.0,0
mp-774337,Li3Ti2FeO6,0.0,0
mp-12598,PrPt3,0.0,0
mp-773707,Li4Ti3Mn2V3O16,0.9531,0
mp-754196,Ba2SrI6,3.6619,0
mp-976150,NaAl3,0.0,0
mp-27768,Co(BW)3,0.0,0
mp-977539,LiNd2Ru,0.0,0
mp-22162,YbNiSn,0.0,0
mp-765186,Li2VF5,2.1785,0
mp-675800,Li5TiP3,0.6742,0
mp-705495,CaB3H5O8,5.5273,0
mp-23435,Bi2TeI,0.0051,0
mp-764794,Li2Mn2F7,0.5693,0
mp-673247,Y2O3,0.0,0
mp-757716,LiTi(Si2O5)2,0.384,0
mp-759868,Li3Sb2(PO4)3,2.4939,0
mp-867901,ScTaTc2,0.0,0
mp-1984,TaS2,0.0,0
mp-13361,Cd2Cu(PO4)2,0.6916,0
mp-868843,MnCo3O8,0.938299999999999,0
mp-5364,YbBO3,0.0,0
mp-20160,Mn2GaCo,0.0,0
mp-10804,NaYPO4F,5.4899,0
mp-565671,SrV2ZnO7,2.7793,0
mp-758107,Yb2P4O13,0.0,0
mp-30626,DyZn3,0.0,0
mp-705013,CrBi8O15,1.9015,0
mp-553990,Ba4B2N4O,2.803199999999999,0
mp-25763,Fe7P6(HO6)4,3.1224,0
mp-1011696,Cs2Se,0.0,0
mp-760491,Ce4Y2O11,1.8249,0
mp-861636,Er2ZnOs,0.0,0
mp-561469,Nd6S4N3Cl,1.2028,0
mp-19374,K2SrNi(NO2)6,2.1971,0
mp-3605,Th(CoGe)2,0.0,0
mp-767111,Li4Mn3(OF3)3,0.8042,0
mp-31591,LiCoPO4,2.741999999999999,0
mp-1008785,RuO2,0.607499999999999,0
mp-863028,SmI3,2.0143,0
mp-697905,LaMg2NiH7,0.910999999999999,0
mp-21366,Yb(GeRu)2,0.0,0
mp-560023,NiSnF6,4.0928,0
mp-772040,SbH(OF3)2,1.8319,0
mp-542342,Dy5Ga3,0.0,0
mp-625860,Sr(H8O5)2,3.4038,0
mp-759766,Bi25BO39,1.8876,0
mp-8272,Yb2MgS4,0.0,0
mp-540784,Rb2Ti6O13,2.6209,0
mp-707023,H6CN3Cl,5.107,0
mp-6680,RbCa2Ta3O10,2.2015,0
mp-32905,Cu8O7,0.0,0
mp-1008632,V2C,0.0,0
mp-771093,Li3Cr10Fe5O24,1.4123,0
mp-20327,TiP2,0.0,0
mp-776486,MnAgO3,0.0,0
mp-445,NdCo2,0.0,0
mp-1028698,WSe2,1.1997,0
mp-8611,Li8CeO6,2.5162,0
mp-765268,Mn2F7,0.541399999999999,0
mp-19546,Zr2Mo(PO6)2,3.1721,0
mp-20496,Ga2PbO4,3.4441,0
mp-1008349,Co3Ni,0.0,0
mp-762713,LiMn(PO3)3,4.5887,0
mp-1019572,CaAl2SiO6,4.549800000000001,0
mp-17911,Ba2ZnO3,2.6719,0
mp-773049,K3LiNb6O15,0.0,0
mp-644276,Na2Sn(H2N)6,1.214,0
mp-861460,AcInTe2,0.379799999999999,0
mp-11556,PuRu2,0.0,0
mp-17854,LiInGeO4,2.277799999999999,0
mp-752555,SrLa2O4,3.4421,0
mp-626073,Al(HO)3,4.574,0
mp-698654,NaMgFe(SO4)3,1.8083,0
mp-777804,LiFeF4,3.4886,0
mp-758329,YbCO3,4.696,0
mp-706913,BeH8(NO5)2,3.4834,0
mp-850958,Li4Mn3Fe(BO3)4,2.9509,0
mp-765447,Li5V5O9F,1.094299999999999,0
mp-8842,CaSiPd,0.0,0
mp-1019563,Ca2SiO4,3.3021,0
mp-9828,YbPPt,0.0,0
mp-777622,LiFeF3,3.3346,0
mp-28158,K4Be3O5,3.2092,0
mp-999308,OsC,0.0,0
mp-782704,Ni3OF5,0.523099999999999,0
mp-7615,Rb3TlF6,3.149899999999999,0
mp-865010,HfGaRu2,0.0,0
mp-9069,K2NaAlAs2,1.026,0
mp-777202,Na3V2(PO4)3,1.918499999999999,0
mp-19920,Ce3Ga,0.0,0
mp-781106,Li32Mn5Cr11O48,0.0,0
mp-754629,WN2,1.0066,0
mp-554852,Y2Te5O13,2.994499999999999,0
mp-28380,Rb3TlO3,1.460799999999999,0
mp-541626,K3Nb3Ge2O13,2.3239,0
mp-774238,Li4Nb(FeO4)3,0.0,0
mp-861458,LiMnPO4,2.7783,0
mp-622755,In10(Pb2S7)3,1.3392,0
mp-762866,Li3MnCo3O8,0.329699999999999,0
mp-773020,LuP5O14,5.4098,0
mp-19528,MnSiO3,2.6058,0
mp-862936,PmMgAg2,0.0,0
mp-28176,Te2PdCl10,1.5543,0
mp-760683,Li4Cu(PO3)6,0.8013,0
mp-558777,KNd(SO4)2,5.4174,0
mp-1020666,Li4P2O7,2.8528,0
mp-5795,CaMg2N2,1.996899999999999,0
mp-14506,Al7Te10,1.3602,0
mp-766806,LiMn2F9,2.2679,0
mp-782639,Dy2WO6,2.914399999999999,0
mp-770245,LiCrNiO4,0.0,0
mp-767788,Li6CrFe3(PO4)6,2.3823,0
mp-973004,ScRu3,0.0,0
mp-560021,AuS3(O3F)3,1.5564,0
mp-667447,TeAs(SeF3)2,1.4188,0
mp-745104,Gd2(MoO4)3,3.234,0
mp-766719,CoNi(PO4)2,0.0,0
mp-763785,LiMn2OF3,1.8294,0
mp-555976,Na2TiSiO5,3.2081,0
mp-14388,Ho3Al5O12,4.6662,0
mp-23045,BNCl2,2.8083,0
mp-13227,YbMg2Cu9,0.0,0
mp-556892,InBiO3,2.733200000000001,0
mp-11594,PrB2Ir3,0.0,0
mp-37153,AgAsF6,1.680599999999999,0
mp-867805,LiCa2Ga,0.0,0
mp-639410,Cs2MnV2(ClO3)2,2.0944,0
mp-775334,V3Cu(PO4)4,0.2426,0
mp-765462,LiFe3OF5,2.2211,0
mp-17460,Lu5(Co2Si7)2,0.0,0
mp-980006,Yb3Os,0.0,0
mp-648211,PNCl2,3.5985,0
mp-556653,Cd2BiAsO6,2.052799999999999,0
mp-532575,Na13Ca7S12(O16F)3,5.2446,0
mp-21765,Pd17Se15,0.0,0
mp-765774,Ni3OF5,0.0942,0
mp-569349,Rb2HgPSe5,1.3726,0
mp-982045,YbB4Ru,0.0,0
mp-767131,LiMn2O3F,1.1058,0
mp-778625,LiCr2P5O16,2.9931,0
mp-566848,MnB4O7,5.0303,0
mp-760332,Sb6O5F8,2.9281,0
mp-773366,P2WO7,3.0944,0
mp-864883,MgSnPd2,0.0,0
mp-722237,Be(B3H8)2,3.4994,0
mp-863764,TeBr2,0.652899999999999,0
mp-752453,Sm2TiO5,3.074099999999999,0
mp-541495,KY(PO3)4,5.3516,0
mp-772,TmSi2,0.0,0
mp-764547,LiFe2(BO3)2,1.6316,0
mp-12750,SmGe2,0.0,0
mp-867767,BeSiRh2,0.0,0
mp-754322,Sr2CuO4,0.0,0
mp-23101,Nb2Bi2PbO9,1.1775,0
mp-10194,LuSbPt,0.0,0
mp-33615,Ba(LaS2)2,2.068399999999999,0
mp-9902,Sc2CoSi2,0.0,0
mp-7926,TaSe2,0.0,0
mp-769554,LiMgCr3(SO4)6,2.4161,0
mp-11086,La2MgCu2,0.0,0
mp-21847,KMnAs,0.0,0
mp-625994,H4N2O3,1.450999999999999,0
mp-20575,Nd2InGe2,0.0,0
mp-625501,NaH9O5,4.3239,0
mp-23553,GeBi2O5,2.380899999999999,0
mp-783902,Dy2V2O7,0.4744,0
mp-777627,LiCr(PO3)4,2.5340000000000003,0
mp-850985,LiFeP2HO7,4.0674,0
mp-15670,Y5S7,0.0,0
mp-772064,BaLaCl5,3.5974,0
mp-561423,ZrTlCdF7,2.2065,0
mp-7251,Ba2YNbO6,2.8514,0
mp-865924,LiZrAu2,0.0,0
mp-640807,Na2V2ZnO7,3.2743,0
mp-997000,AgHgO2,0.0,0
mp-691115,Li4Mn5O12,0.9998,0
mp-10098,YGeAu,0.0,0
mp-754134,HfZrO4,3.5612,0
mp-619071,PbCl2,3.027999999999999,0
mp-554626,Ba(BrO3)2,4.1943,0
mp-853147,Co2OF3,0.0,0
mp-505304,Hg2Mo5O16,2.3392,0
mp-12337,NaLa2OsO6,0.516899999999999,0
mp-709031,Al4P4H11C3NO18,1.029,0
mp-769252,Sr3Ta2O8,4.082,0
mp-974581,ReBiO3,0.0,0
mp-1013546,Ca3Sb2,0.0864,0
mp-20314,NpSnIr,0.0,0
mp-981378,Sr3Yb,0.0,0
mp-3997,Sm(CuSi)2,0.0,0
mp-780211,Fe6O11F,0.0,0
mp-11445,Y(TiGa2)2,0.0,0
mp-20962,Ni23B6,0.0,0
mp-556389,UTl2(TeO4)2,1.842,0
mp-568380,Tl5Se3,0.0,0
mp-11411,ScGa,0.0,0
mp-569538,LaNiSb3,0.0,0
mp-572271,Cs3P7Pb2O21,4.9376,0
mp-684592,HN,1.8061,0
mp-21374,Cd(InTe2)2,0.8481000000000001,0
mp-759962,PH5NO3F,5.3482,0
mp-762799,LiFeSiO4,2.9793000000000003,0
mp-28810,Na2CS3,1.215,0
mp-4533,Na2SiO3,3.8657,0
mp-976765,Na3Au,0.0,0
mp-672196,La4B2CI5,0.0,0
mp-20106,Li2NdSb2,0.0,0
mp-12645,LiHoO2,4.0322,0
mp-7834,TaSe2,0.0,0
mp-615821,Ta9(FeS3)2,0.0,0
mp-1025769,Te4Mo3S2,0.0,0
mp-769852,Li3CoO3,1.2294,0
mp-772354,Cu2W2O7,1.0151,0
mp-850374,Li4Mn3Fe(BO3)4,2.9713,0
mp-861684,LiMnPO4,3.5553,0
mp-770038,Li2VBO4,2.0451,0
mp-23556,Rb3Mn2Cl7,1.2397,0
mp-5830,Na3AsS3,2.5165,0
mp-16514,Al3Ni5,0.0,0
mp-1002571,NaMn2O4,0.5661,0
mp-767460,Li4V2SiGeO10,2.2327,0
mp-675755,TiCu3O4,0.0,0
mp-778102,BaYF5,6.661499999999999,0
mp-17633,Er2SiSeO4,2.5551,0
mp-555418,Rb3NbH4(C2O5)3,3.1076,0
mp-571410,CsZr6BI14,0.7638,0
mp-765899,LiCoO2,0.8952,0
mp-567408,Sm(SiOs)2,0.0,0
mp-676573,Nb2Pb3O8,0.046199999999999,0
mp-504733,Ti3Fe3O,0.0,0
mp-754937,LiTi3O6,0.0,0
mp-10139,Sc3SnB,0.0,0
mp-541240,Sb3O2F5,3.777699999999999,0
mp-764209,Co4OF11,0.522699999999999,0
mp-1005986,Zr9CoMo4,0.0,0
mp-12450,LiNd2OsO6,0.4066,0
mp-773588,Sc6N2O5,0.0,0
mp-669456,La2Al3Ge4,0.0,0
mp-561300,H14C3NF5,7.3363,0
mp-779256,V2OF5,1.9184,0
mp-775075,LiV3O8,1.8409,0
mp-510281,FeCuO2,0.8043999999999991,0
mp-714972,V8O,0.0,0
mp-773436,NaLi5Fe2P2(CO7)2,4.0042,0
mp-866015,CaPrZn2,0.0,0
mp-12651,MgPt,0.0,0
mp-19790,Rh(OF3)2,0.0,0
mp-569509,Er2Co7,0.0,0
mp-23934,PH6NO4,5.3208,0
mp-1006151,Na3Pu,0.0,0
mp-571555,InCl,2.1996,0
mp-975787,PrW3,0.0,0
mp-631383,MnCrRe,0.0,0
mp-631586,B2IrCl,0.0,0
mp-2282,NiS2,0.0,0
mp-20784,Ta3PbS6,0.0,0
mp-753437,La5Cu5O13,0.0,0
mp-762895,Co2C2O7,0.7939,0
mp-561084,Nd4Al2O9,4.0823,0
mp-676464,Cd3AsI3,0.8399000000000001,0
mp-756758,CuH4(IO4)2,0.5463,0
mp-23192,HgI2,1.328299999999999,0
mp-556712,Ga2BiS4,2.5248,0
mp-756134,ZrSeO,0.5998,0
mp-20346,TbInCo2,0.0,0
mp-977207,Li2Mg,0.0,0
mp-862967,PmTlRh2,0.0,0
mp-557794,Yb3SiO,0.0,0
mp-772624,Al2CO,2.662799999999999,0
mp-540787,K3V5O14,2.3325,0
mp-685097,HfO2,4.4133,0
mp-390,TiO2,2.0517,0
mp-973058,LiLu2Al,0.0,0
mp-703591,Ba5B20(H2O19)2,0.107999999999999,0
mp-11170,KCeSiS4,0.0025,0
mp-16970,Na2Si2O5,4.4261,0
mp-7238,NdBO3,4.6987,0
mp-558798,BiPO4,3.6895,0
mp-27743,BiF5,1.813799999999999,0
mp-633442,Mn2H2SO6,2.808599999999999,0
mp-756048,TbErO3,4.5065,0
mp-545719,SiO2,4.8294,0
mp-2778,HoAg,0.0,0
mp-25495,CoP4H16(NO8)2,3.3299,0
mp-5279,Ca3TeO6,3.2468999999999992,0
mp-754107,Y(BiO2)3,2.038,0
mp-971831,Tm3Th,0.0,0
mp-560014,Pr3CuSnS7,1.771399999999999,0
mp-1018893,PrCuSn,0.0,0
mp-1534,YS,0.0,0
mp-781127,Fe10O9F11,1.1833,0
mp-767138,Li2VSiO4,1.255,0
mp-6228,Na2TiGeO5,3.229899999999999,0
mp-558170,Rb3PO4,3.664799999999999,0
mp-573568,K2TcI6,0.2012,0
mp-8806,Sr2Cu2O3,0.0,0
mp-29606,Rb2Zn3O4,1.4095,0
mp-560217,K2Al2B2O7,4.5949,0
mp-999257,Sc2MnC,0.0,0
mp-853267,Fe10O9F11,1.2079,0
mp-8044,V2PC,0.0,0
mp-566718,Ba3Mo2(P2O9)2,2.384,0
mp-12585,CrRh3,0.0,0
mp-779851,Na4Ni2P(CO4)4,0.0,0
mp-765953,Li2MnO2F,0.0,0
mp-554184,Ho2Cu(BO2)8,0.866499999999999,0
mp-981530,YbPrPd2,0.0,0
mp-14985,KZrPdF7,0.6681,0
mp-689973,Li2Fe(PO4)2,0.0,0
mp-28793,Mg2C3,1.6533,0
mp-1027483,Mo2Se3S,0.7892999999999991,0
mp-849529,MnH12S2(NO5)2,4.2456,0
mp-9656,BaY2PdO5,1.987099999999999,0
